Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0019762~glucosinolate catabolic process	4	0.7366482504604052	0.025611529153396796	AT1G66280, AT3G16410, AT3G16400, AT3G16390	383	31	18499	6.232291754400741	0.9999910464095579	0.4407578956364828	30.777876507131474
GOTERM_BP_DIRECT	GO:0070417~cellular response to cold	4	0.7366482504604052	0.025611529153396796	AT1G66280, AT2G46210, AT1G79410, AT1G29395	383	31	18499	6.232291754400741	0.9999910464095579	0.4407578956364828	30.777876507131474
GOTERM_BP_DIRECT	GO:0042538~hyperosmotic salinity response	5	0.9208103130755065	0.029991993540629078	AT5G24770, AT3G05880, AT3G14440, AT5G62490, AT3G03450	383	57	18499	4.2368650084741875	0.9999988105590365	0.47775598570417577	35.061646175760195
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	6	1.1049723756906076	0.037116554752983824	AT2G35380, AT1G30870, AT1G05240, AT1G05250, AT1G34510, AT3G01190	383	89	18499	3.2561973772992636	0.9999999562451141	0.5370850495863198	41.50628571446963
GOTERM_BP_DIRECT	GO:0006535~cysteine biosynthetic process from serine	3	0.5524861878453038	0.03739827143282533	AT5G28020, AT1G55920, AT3G61440	383	15	18499	9.660052219321148	0.9999999616210161	0.5240412871172044	41.74845782030412
GOTERM_BP_DIRECT	GO:0009828~plant-type cell wall loosening	4	0.7366482504604052	0.037743623219153075	AT1G62980, AT1G26770, AT1G69530, AT1G12560	383	36	18499	5.366695677400639	0.9999999673203486	0.5123649744068559	42.044061103943505
GOTERM_BP_DIRECT	GO:0019761~glucosinolate biosynthetic process	4	0.7366482504604052	0.037743623219153075	AT5G14200, AT3G58990, AT2G43100, AT5G23020	383	36	18499	5.366695677400639	0.9999999673203486	0.5123649744068559	42.044061103943505
GOTERM_BP_DIRECT	GO:0009733~response to auxin	12	2.209944751381215	0.039335948751698886	AT5G07990, AT5G27780, AT5G53590, AT1G56650, AT3G17600, AT3G60690, AT5G25890, AT4G37390, AT1G48690, AT4G29080, AT1G52830, AT1G29450	383	290	18499	1.9986314936526512	0.9999999844385649	0.5128283742325271	43.389062931749834
GOTERM_BP_DIRECT	GO:0046256~2,4,6-trinitrotoluene catabolic process	2	0.3683241252302026	0.04087421018816777	AT1G17180, AT1G17170	383	2	18499	48.300261096605745	0.9999999924097717	0.5128058002457767	44.6607950361957
GOTERM_BP_DIRECT	GO:0009409~response to cold	12	2.209944751381215	0.04698902835315452	AT2G40970, AT3G05890, AT4G25470, AT3G05880, AT2G38760, AT1G77120, AT3G16450, AT5G15970, AT3G22370, AT1G55920, AT2G17840, AT3G55990	383	299	18499	1.9384720172550798	0.9999999995676261	0.5500337098799859	49.45813039802969
GOTERM_BP_DIRECT	GO:0046274~lignin catabolic process	3	0.5524861878453038	0.052338797132606106	AT2G40370, AT1G18140, AT5G07130	383	18	18499	8.050043516100956	0.9999999999652792	0.5768935787552606	53.33523490312775
GOTERM_BP_DIRECT	GO:0009750~response to fructose	3	0.5524861878453038	0.052338797132606106	AT1G74670, AT4G37220, AT3G47340	383	18	18499	8.050043516100956	0.9999999999652792	0.5768935787552606	53.33523490312775
GOTERM_BP_DIRECT	GO:0010411~xyloglucan metabolic process	4	0.7366482504604052	0.055496456401256736	AT2G18800, AT5G57540, AT4G14130, AT4G25820	383	42	18499	4.6000248663434045	0.9999999999922159	0.5860591916319031	55.492005254752556
GOTERM_BP_DIRECT	GO:0048768~root hair cell tip growth	3	0.5524861878453038	0.05771735186177582	AT4G00150, AT3G60630, AT2G41970	383	19	18499	7.626357015253538	0.9999999999972887	0.5884343121826179	56.953035393998476
GOTERM_BP_DIRECT	GO:0050832~defense response to fungus	16	2.9465930018416207	0.05911983530547306	AT2G02120, AT3G01290, AT4G30650, AT3G01420, AT2G43550, AT1G67865, AT4G22217, AT1G51800, AT1G15010, AT4G22105, AT1G56650, AT5G12870, AT4G22212, AT4G08870, AT1G19670, AT2G02930	383	464	18499	1.6655262447105428	0.9999999999986089	0.5854965629641985	57.85257014668292
GOTERM_BP_DIRECT	GO:0071395~cellular response to jasmonic acid stimulus	2	0.3683241252302026	0.060682073720405356	AT3G15356, AT2G32800	383	3	18499	32.200174064403825	0.9999999999993392	0.58372862355431	58.8339834224062
GOTERM_BP_DIRECT	GO:0009834~plant-type secondary cell wall biogenesis	4	0.7366482504604052	0.06215319771309914	AT2G36570, AT2G37090, AT5G12870, AT1G43790	383	44	18499	4.390932826964158	0.9999999999996726	0.581525058817314	59.738699581616814
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in cellular protein catabolic process	6	1.1049723756906076	0.06231238316587504	AT2G23010, AT2G25940, AT2G35770, AT1G43780, AT1G29080, AT5G36180	383	103	18499	2.813607442520723	0.9999999999996966	0.5716236953403814	59.83547983228523
GOTERM_BP_DIRECT	GO:0071732~cellular response to nitric oxide	3	0.5524861878453038	0.06327797286420123	AT3G08040, AT3G01420, AT1G62380	383	20	18499	7.245039164490861	0.9999999999998087	0.5668708827106422	60.41791254494202
GOTERM_BP_DIRECT	GO:0009740~gibberellic acid mediated signaling pathway	5	0.9208103130755065	0.06422986628641268	AT1G74500, AT5G51810, AT5G15160, AT1G74670, AT3G03450	383	73	18499	3.308237061411352	0.9999999999998788	0.5622597692917667	60.98439147644997
GOTERM_BP_DIRECT	GO:0046688~response to copper ion	3	0.5524861878453038	0.06901089185622553	AT2G40370, AT5G24770, AT2G39450	383	21	18499	6.900037299515105	0.9999999999999878	0.579294818743257	63.71739790982504
GOTERM_BP_DIRECT	GO:0030001~metal ion transport	6	1.1049723756906076	0.07317449064797021	AT1G22990, AT3G08040, AT1G80830, AT2G18196, AT5G27690, AT4G35060	383	108	18499	2.683347838700319	0.9999999999999983	0.5917524977518338	65.95139341217191
GOTERM_BP_DIRECT	GO:0043617~cellular response to sucrose starvation	2	0.3683241252302026	0.0800819141075785	AT3G47340, AT1G21400	383	4	18499	24.150130548302872	0.9999999999999999	0.6166635968823692	69.37770375631177
GOTERM_BP_DIRECT	GO:0006865~amino acid transport	4	0.7366482504604052	0.08030956420926935	AT1G44800, AT5G24920, AT1G48640, AT2G41190	383	49	18499	3.942878456865775	1.0	0.6084504715337405	69.48496962365157
GOTERM_BP_DIRECT	GO:0009813~flavonoid biosynthetic process	7	1.289134438305709	0.08043712212384027	AT5G07990, AT1G78270, AT5G05270, AT3G51240, AT4G15550, AT5G63600, AT2G29740	383	145	18499	2.33173674259476	1.0	0.5999995204985435	69.54492053830828
GOTERM_BP_DIRECT	GO:0080147~root hair cell development	3	0.5524861878453038	0.08095616109538781	AT5G58010, AT3G61440, AT1G01380	383	23	18499	6.30003405607901	1.0	0.5936317534475033	69.78773631759397
GOTERM_BP_DIRECT	GO:0010043~response to zinc ion	4	0.7366482504604052	0.09628861986168107	AT3G58060, AT3G16450, AT4G33020, AT2G39450	383	53	18499	3.6453027242721316	1.0	0.6517498102129831	76.19914913797078
GOTERM_BP_DIRECT	GO:0009831~plant-type cell wall modification involved in multidimensional cell growth	3	0.5524861878453038	0.09994023489983647	AT1G62980, AT1G26770, AT1G12560	383	26	18499	5.573107049608354	1.0	0.6577060834887639	77.52695352099579
GOTERM_BP_DIRECT	GO:0030245~cellulose catabolic process	3	0.5524861878453038	0.09994023489983647	AT1G70710, AT1G48930, AT4G02290	383	26	18499	5.573107049608354	1.0	0.6577060834887639	77.52695352099579
GOTERM_BP_DIRECT	GO:0009646~response to absence of light	3	0.5524861878453038	0.09994023489983647	AT2G41100, AT3G47340, AT1G21400	383	26	18499	5.573107049608354	1.0	0.6577060834887639	77.52695352099579
GOTERM_BP_DIRECT	GO:0010227~floral organ abscission	3	0.5524861878453038	0.09994023489983647	AT5G09805, AT4G28490, AT3G25655	383	26	18499	5.573107049608354	1.0	0.6577060834887639	77.52695352099579
